Organism,Organism.rowname,Genome, MIXEDCLUSTER_CODING, OR1/3/7_CODING, OR1/3/7_PSEUDOGENE, OR10_CODING, OR10_PSEUDOGENE, OR11_CODING, OR11_PSEUDOGENE, OR12_CODING, OR12_PSEUDOGENE, OR14_CODING, OR14_PSEUDOGENE, OR2/13_CODING, OR2/13_PSEUDOGENE, OR4_CODING, OR4_PSEUDOGENE, OR5/8/9_CODING, OR5/8/9_PSEUDOGENE, OR51_CODING, OR51_PSEUDOGENE, OR52_CODING, OR52_PSEUDOGENE, OR55_CODING, OR55_PSEUDOGENE, OR56_CODING, OR56_PSEUDOGENE, OR6_CODING, OR6_PSEUDOGENE, TAAR1_PSEUDOGENE, TAAR2_PSEUDOGENE, TAAR3_PSEUDOGENE, TAAR5_PSEUDOGENE, TAAR6_PSEUDOGENE, TAAR7_PSEUDOGENE, TAAR8_PSEUDOGENE, TAAR9_PSEUDOGENE, TAS1R1_CODING, TAS1R1_PSEUDOGENE, TAS1R2_PSEUDOGENE, TAS1R3_PSEUDOGENE, V1R_CODING, V1R_PSEUDOGENE, V2R116_proteinAlignment_CODING, V2R116_proteinAlignment_PSEUDOGENE, V2R1_CODING, V2R1_PSEUDOGENE, V2R26_CODING, V2R26_PSEUDOGENE, bird_gammaOR_CODING, bird_gammaOR_PSEUDOGENE, squamate_V2r_CODING, squamate_V2r_PSEUDOGENE,VR_OR_CODING
Bos_taurus_GCA_002263795.3.collapsed.fasta,Bos_taurus,GCA_002263795.3.collapsed.fasta,,191,133,98,57,25,4,14,4,4,3,211,66,152,158,311,378,67,38,99,62,2,0,14,7,98,79,0,0,0,0,0,0,0,0,0,0,1,0,11,16,1,11,1,2,0,0,4,17,0,0,1455
Bos_taurus_x_Bison_bison_GCA_018282465.1.collapsed.fasta,Bos_taurus_x_Bison_bison,GCA_018282465.1.collapsed.fasta,,193,142,99,60,25,4,15,4,5,2,216,62,152,180,323,366,69,40,90,53,2,0,14,6,108,77,0,0,0,0,0,0,0,0,0,0,1,0,11,14,1,11,1,2,0,0,2,13,0,0,1478
Bothrops_jararaca_GCA_018340635.1.collapsed.fasta,Bothrops_jararaca,GCA_018340635.1.collapsed.fasta,,12,0,119,31,20,3,13,6,20,14,70,20,29,7,121,29,13,6,14,11,1,0,0,0,99,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62,41,3,0,879,251,82,41,855,181,2441
Boulengerochromis_microlepis_GCA_015107555.1.collapsed.fasta,Boulengerochromis_microlepis,GCA_015107555.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,7,6,13,33,22,5,53,1,4,49
Bovichtus_diacanthus_GCA_943590825.1.collapsed.fasta,Bovichtus_diacanthus,GCA_943590825.1.collapsed.fasta,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,3,4,0,5,4,3,8,1,2,16
Bovichtus_variegatus_GCA_943593645.1.collapsed.fasta,Bovichtus_variegatus,GCA_943593645.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,2,6,8,2,8,1,3,18
Brachirus_orientalis_GCA_016785285.1.collapsed.fasta,Brachirus_orientalis,GCA_016785285.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15,5,16,41,35,6,30,1,15,59
Brachyhypopomus_occidentalis_GCA_020368025.1.collapsed.fasta,Brachyhypopomus_occidentalis,GCA_020368025.1.collapsed.fasta,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,27,17,62,5,19,32,1,1,115
Brachyistius_frenatus_GCA_029030835.1.collapsed.fasta,Brachyistius_frenatus,GCA_029030835.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,1,13,6,5,7,0,3,23
Brachypodius_atriceps_GCA_013398615.1.collapsed.fasta,Brachypodius_atriceps,GCA_013398615.1.collapsed.fasta,,0,0,3,0,0,0,0,0,0,2,0,0,3,0,5,0,2,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,10,5,0,0,34
Brachypteracias_leptosomus_GCA_013401335.1.collapsed.fasta,Brachypteracias_leptosomus,GCA_013401335.1.collapsed.fasta,,0,0,8,6,0,0,2,1,0,0,2,2,3,2,5,0,3,0,5,1,0,0,0,0,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,9,10,0,0,50
Brachyrhaphis_roseni_GCA_903066815.1.collapsed.fasta,Brachyrhaphis_roseni,GCA_903066815.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4,9,14,13,6,27,2,5,31
Brachyrhaphis_terrabensis_GCA_903067065.1.collapsed.fasta,Brachyrhaphis_terrabensis,GCA_903067065.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,8,5,15,11,7,23,0,2,32
Bradypus_variegatus_GCA_004027775.1.collapsed.fasta,Bradypus_variegatus,GCA_004027775.1.collapsed.fasta,,14,39,16,48,2,4,5,7,6,35,39,66,9,30,33,107,8,12,13,9,0,1,1,0,11,20,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,9,0,1,0,1,1,4,0,0,168
Branta_canadensis_GCA_006130075.1.collapsed.fasta,Branta_canadensis,GCA_006130075.1.collapsed.fasta,,0,0,9,2,1,1,1,0,0,16,1,3,6,1,22,3,5,2,8,1,0,0,0,0,19,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,689,352,0,0,770
Bregmaceros_cantori_GCA_900302395.1.collapsed.fasta,Bregmaceros_cantori,GCA_900302395.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,2,5,16,10,1,16,0,2,19
Brevimyrus_niger_GCA_015164015.2.collapsed.fasta,Brevimyrus_niger,GCA_015164015.2.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,12,8,9,5,17,24,0,2,40
Brienomyrus_brachyistius_GCA_023856365.1.collapsed.fasta,Brienomyrus_brachyistius,GCA_023856365.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,26,7,33,6,23,14,0,0,86
Brosme_brosme_GCA_900302425.1.collapsed.fasta,Brosme_brosme,GCA_900302425.1.collapsed.fasta,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,8,9,27,27,5,17,0,8,47
Brotogeris_chrysoptera_GCA_030323915.1.collapsed.fasta,Brotogeris_chrysoptera,GCA_030323915.1.collapsed.fasta,,0,0,4,7,0,0,0,1,0,1,1,1,4,0,17,13,2,2,3,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,1,2,20,1,0,47
Brotula_barbata_GCA_900303265.1.collapsed.fasta,Brotula_barbata,GCA_900303265.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,7,5,21,12,8,13,1,3,41
Brustiarius_proximus_GCA_025774045.1.collapsed.fasta,Brustiarius_proximus,GCA_025774045.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,35,12,51,11,15,12,0,6,106
Bubalus_bubalis_GCA_019923935.1.collapsed.fasta,Bubalus_bubalis,GCA_019923935.1.collapsed.fasta,,186,110,112,52,24,4,14,13,4,4,207,71,140,90,325,356,76,47,107,68,2,0,12,12,110,92,0,0,0,0,0,0,0,0,0,0,1,0,12,11,1,8,2,0,0,0,1,5,0,0,1475
Bubalus_carabanensis_GCA_029407905.2.collapsed.fasta,Bubalus_carabanensis,GCA_029407905.2.collapsed.fasta,,185,104,110,62,27,3,14,11,4,3,212,79,130,150,341,380,77,45,110,68,2,0,14,9,119,97,0,0,0,0,0,0,0,0,0,0,1,0,11,11,1,8,1,1,0,0,1,9,0,0,1489
Bubalus_depressicornis_GCA_025584935.1.collapsed.fasta,Bubalus_depressicornis,GCA_025584935.1.collapsed.fasta,,157,99,101,53,26,3,13,11,5,1,188,81,126,92,294,321,56,48,78,59,2,0,13,9,105,89,0,0,0,0,0,0,0,0,0,0,0,0,9,12,1,7,2,0,0,0,1,10,0,0,1303
Bubo_blakistoni_GCA_004320225.1.collapsed.fasta,Bubo_blakistoni,GCA_004320225.1.collapsed.fasta,,0,0,8,8,0,0,1,0,0,6,4,4,5,5,15,5,5,6,8,1,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,4,40,0,0,71
Bubo_bubo_GCA_010303855.1.collapsed.fasta,Bubo_bubo,GCA_010303855.1.collapsed.fasta,,0,0,6,8,0,1,1,0,0,4,3,2,5,4,15,7,4,6,8,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,39,54,0,0,100
Bubo_scandiacus_GCA_017315185.1.collapsed.fasta,Bubo_scandiacus,GCA_017315185.1.collapsed.fasta,,0,0,7,9,0,1,1,0,0,7,3,1,4,1,15,5,4,7,8,0,0,0,0,0,13,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,67,58,0,0,129
Bucco_capensis_GCA_013396975.1.collapsed.fasta,Bucco_capensis,GCA_013396975.1.collapsed.fasta,,0,0,6,4,0,0,1,0,0,0,2,0,4,0,4,3,1,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,7,0,0,33
Buceros_bicornis_GCA_027563805.1.collapsed.fasta,Buceros_bicornis,GCA_027563805.1.collapsed.fasta,,0,0,1,2,1,0,1,0,0,1,1,3,2,1,8,1,2,2,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,10,21,0,0,34
Buceros_rhinoceros_silvestris_GCA_000710305.1.collapsed.fasta,Buceros_rhinoceros_silvestris,GCA_000710305.1.collapsed.fasta,,0,0,1,3,1,0,0,1,0,0,0,4,2,1,7,0,2,2,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,15,0,0,23
Bucorvus_abyssinicus_GCA_009769605.1.collapsed.fasta,Bucorvus_abyssinicus,GCA_009769605.1.collapsed.fasta,,0,0,5,1,1,0,2,0,0,2,3,1,4,0,9,0,3,4,3,3,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,17,21,0,0,59
Budorcas_taxicolor_GCA_023091745.2.collapsed.fasta,Budorcas_taxicolor,GCA_023091745.2.collapsed.fasta,,155,82,103,40,24,6,18,9,4,4,176,56,119,96,228,197,57,21,69,35,2,0,11,17,83,53,0,0,0,0,0,0,0,0,0,1,0,0,11,13,2,7,1,2,0,0,0,13,0,0,1182
Bufo_bufo_GCA_905171765.1.collapsed.fasta,Bufo_bufo,GCA_905171765.1.collapsed.fasta,,3,1,253,21,8,2,9,1,0,1,113,12,0,0,115,14,5,0,27,6,7,0,0,0,151,9,0,0,0,0,0,0,0,0,0,1,0,7,0,0,2,1,17,4,130,11,154,19,0,12,994
Bufo_gargarizans_GCA_014858855.1.collapsed.fasta,Bufo_gargarizans,GCA_014858855.1.collapsed.fasta,,3,3,239,23,12,1,14,1,0,0,116,18,0,0,127,30,6,0,25,2,9,3,0,0,146,11,0,0,0,0,0,0,0,0,0,2,0,12,0,0,4,2,15,4,147,15,168,47,0,12,1031
Bujurquina_vittata_GCA_015106715.1.collapsed.fasta,Bujurquina_vittata,GCA_015106715.1.collapsed.fasta,,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,27,31,6,47,1,6,43
Bungarus_multicinctus_GCA_023653725.1.collapsed.fasta,Bungarus_multicinctus,GCA_023653725.1.collapsed.fasta,,10,5,87,24,12,3,7,3,8,10,65,28,23,3,108,28,6,3,21,2,2,0,0,0,69,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,118,121,3,0,869,278,77,35,885,332,2393
Buphagus_erythrorhynchus_GCA_013400855.1.collapsed.fasta,Buphagus_erythrorhynchus,GCA_013400855.1.collapsed.fasta,,0,0,3,2,0,0,0,0,0,0,0,1,3,2,5,1,0,2,1,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,0,0,21
Burhinus_bistriatus_GCA_013397275.1.collapsed.fasta,Burhinus_bistriatus,GCA_013397275.1.collapsed.fasta,,0,0,7,10,0,4,1,0,0,1,3,6,5,8,22,6,5,8,8,3,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,9,13,0,0,75
Burhinus_oedicnemus_GCA_008921705.1.collapsed.fasta,Burhinus_oedicnemus,GCA_008921705.1.collapsed.fasta,,0,0,4,2,0,0,0,0,0,15,2,0,3,0,18,2,2,3,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,106,96,0,0,146
Busarellus_nigricollis_GCA_026873725.1.collapsed.fasta,Busarellus_nigricollis,GCA_026873725.1.collapsed.fasta,,0,0,6,5,0,1,1,0,0,5,1,3,3,1,15,3,3,4,7,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7,25,0,0,51
Butastur_liventer_GCA_025447895.1.collapsed.fasta,Butastur_liventer,GCA_025447895.1.collapsed.fasta,,0,0,6,7,0,0,1,1,0,1,1,1,3,1,15,8,3,3,11,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,22,0,2,52
Butastur_rufipennis_GCA_025309795.1.collapsed.fasta,Butastur_rufipennis,GCA_025309795.1.collapsed.fasta,,0,0,5,5,0,3,1,0,0,3,1,2,3,0,17,3,3,6,9,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,3,41,0,0,49
Buteogallus_lacernulatus_GCA_029890015.1.collapsed.fasta,Buteogallus_lacernulatus,GCA_029890015.1.collapsed.fasta,,0,0,5,9,1,1,0,0,0,0,1,2,1,5,9,4,1,3,2,5,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,4,3,1,10,4,6,37
Buteogallus_meridionalis_GCA_025727795.1.collapsed.fasta,Buteogallus_meridionalis,GCA_025727795.1.collapsed.fasta,,0,0,6,6,0,0,1,1,0,2,3,0,3,1,14,7,2,5,9,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,24,0,0,47
Buteo_albonotatus_GCA_025310515.1.collapsed.fasta,Buteo_albonotatus,GCA_025310515.1.collapsed.fasta,,0,0,5,6,0,0,1,0,0,2,2,1,3,1,16,3,3,3,8,2,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,14,26,0,0,61
Buteo_hemilasius_GCA_025727635.1.collapsed.fasta,Buteo_hemilasius,GCA_025727635.1.collapsed.fasta,,0,0,6,6,0,1,1,0,0,2,3,0,3,0,16,2,3,3,8,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,9,21,0,0,56
Buteo_japonicus_GCA_010312235.1.collapsed.fasta,Buteo_japonicus,GCA_010312235.1.collapsed.fasta,,0,0,6,5,0,1,1,0,0,4,2,1,3,0,15,5,3,5,8,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,13,21,0,0,59
Buteo_lagopus_GCA_025727815.1.collapsed.fasta,Buteo_lagopus,GCA_025727815.1.collapsed.fasta,,0,0,5,5,0,0,1,0,0,4,3,1,3,0,17,7,2,5,8,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,5,35,0,0,52
Buteo_lineatus_GCA_025435075.1.collapsed.fasta,Buteo_lineatus,GCA_025435075.1.collapsed.fasta,,0,0,6,6,0,0,1,0,0,3,2,1,3,1,16,2,3,3,8,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,11,24,0,0,58
Buteo_platypterus_GCA_025310135.1.collapsed.fasta,Buteo_platypterus,GCA_025310135.1.collapsed.fasta,,0,0,7,5,0,0,1,0,0,5,3,1,3,1,16,2,3,4,8,2,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,7,28,0,1,57
Buteo_regalis_GCA_027564535.1.collapsed.fasta,Buteo_regalis,GCA_027564535.1.collapsed.fasta,,0,0,6,6,0,1,1,0,0,6,2,1,3,1,14,2,1,6,8,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,27,0,0,46
Buteo_rufinus_GCA_026259535.1.collapsed.fasta,Buteo_rufinus,GCA_026259535.1.collapsed.fasta,,0,0,6,6,0,0,1,0,0,1,2,2,3,0,16,3,4,4,8,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,6,22,0,0,55
Buteo_swainsoni_GCA_027564555.1.collapsed.fasta,Buteo_swainsoni,GCA_027564555.1.collapsed.fasta,,0,0,5,6,0,0,2,0,0,1,1,1,2,2,16,3,3,4,8,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,14,0,0,48
Buteo_ventralis_GCA_025308995.1.collapsed.fasta,Buteo_ventralis,GCA_025308995.1.collapsed.fasta,,0,0,7,6,0,0,1,0,0,4,3,1,3,1,15,3,3,3,7,3,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,29,0,0,51
Butorides_virescens_GCA_017310255.1.collapsed.fasta,Butorides_virescens,GCA_017310255.1.collapsed.fasta,,0,0,7,14,0,0,1,0,0,4,5,2,3,5,13,0,2,2,7,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,493,134,0,0,541
Cabassous_unicinctus_GCA_029593785.1.collapsed.fasta,Cabassous_unicinctus,GCA_029593785.1.collapsed.fasta,,526,1257,160,300,32,31,41,93,778,1151,529,535,538,1432,1142,1958,67,40,139,192,4,1,35,52,535,1197,0,0,0,0,0,0,0,0,0,0,0,0,42,148,38,315,3,0,5,6,17,181,0,0,5169
Cacatua_alba_GCA_024361745.1.collapsed.fasta,Cacatua_alba,GCA_024361745.1.collapsed.fasta,,0,1,6,7,0,0,0,2,0,2,2,2,4,0,12,18,2,3,3,3,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,1,4,28,0,0,46
Cacatua_ducorpsii_GCA_025448155.1.collapsed.fasta,Cacatua_ducorpsii,GCA_025448155.1.collapsed.fasta,,0,1,6,5,0,1,0,1,0,3,1,1,4,0,17,7,2,4,3,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,6,34,0,0,52
Cacatua_moluccensis_GCA_025448035.1.collapsed.fasta,Cacatua_moluccensis,GCA_025448035.1.collapsed.fasta,,0,1,5,4,0,0,0,1,0,2,1,1,4,0,16,6,2,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,5,19,0,0,49
Cacatua_sanguinea_GCA_030265285.1.collapsed.fasta,Cacatua_sanguinea,GCA_030265285.1.collapsed.fasta,,0,1,6,4,0,0,0,1,0,3,1,2,4,0,15,5,2,4,3,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,4,19,0,0,48
Cacatua_tenuirostris_GCA_030265375.1.collapsed.fasta,Cacatua_tenuirostris,GCA_030265375.1.collapsed.fasta,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,4,3,15,0,2,4
Caiman_crocodilus_GCA_030014935.1.collapsed.fasta,Caiman_crocodilus,GCA_030014935.1.collapsed.fasta,,4,7,115,254,4,18,4,11,65,415,81,230,37,69,105,171,9,9,39,43,1,0,0,0,92,207,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,27,198,0,0,622
Cairina_moschata_GCA_018104995.1.collapsed.fasta,Cairina_moschata,GCA_018104995.1.collapsed.fasta,,0,0,7,1,0,4,1,0,0,23,4,2,5,3,30,5,4,1,8,2,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,681,329,0,0,759
Calcarius_ornatus_GCA_013397715.1.collapsed.fasta,Calcarius_ornatus,GCA_013397715.1.collapsed.fasta,,0,0,3,0,0,0,0,0,0,1,0,0,1,2,3,5,2,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,7,2,0,0,24
Calidris_melanotos_GCA_028566615.2.collapsed.fasta,Calidris_melanotos,GCA_028566615.2.collapsed.fasta,,0,0,9,8,1,1,1,0,0,15,2,2,3,2,18,8,4,2,6,2,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,26,86,0,0,82
Calidris_pugnax_GCA_001431845.1.collapsed.fasta,Calidris_pugnax,GCA_001431845.1.collapsed.fasta,,0,0,12,4,1,1,1,0,0,1,2,2,6,0,23,2,5,1,8,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,37,17,0,0,112
Calidris_pygmaea_GCA_003697955.1.collapsed.fasta,Calidris_pygmaea,GCA_003697955.1.collapsed.fasta,,0,0,8,9,1,3,1,1,3,16,3,3,5,3,21,10,4,4,7,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,183,206,0,0,255
Callaeas_wilsoni_GCA_013398955.1.collapsed.fasta,Callaeas_wilsoni,GCA_013398955.1.collapsed.fasta,,0,0,2,2,0,0,0,0,0,0,1,1,2,2,4,3,3,0,4,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,3,6,0,0,27
Callionymus_lyra_GCA_016630915.1.collapsed.fasta,Callionymus_lyra,GCA_016630915.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,6,2,1,5,2,3,12
Callipepla_californica_brunnescens_GCA_023055505.1.collapsed.fasta,Callipepla_californica_brunnescens,GCA_023055505.1.collapsed.fasta,,0,0,1,5,0,1,0,2,0,5,1,1,14,3,11,2,3,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,340,135,0,0,402
Callipepla_squamata_GCA_002218305.1.collapsed.fasta,Callipepla_squamata,GCA_002218305.1.collapsed.fasta,,0,0,4,4,0,0,0,2,0,5,1,1,9,28,12,2,3,1,21,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,41,45,0,0,104
Callithrix_jacchus_GCA_011100555.2.collapsed.fasta,Callithrix_jacchus,GCA_011100555.2.collapsed.fasta,,27,51,47,15,8,9,1,0,1,2,66,26,50,15,105,31,43,21,40,12,1,1,9,0,34,11,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,4,2,1,0,2,0,1,0,0,495
Callocephalon_fimbriatum_GCA_024363025.1.collapsed.fasta,Callocephalon_fimbriatum,GCA_024363025.1.collapsed.fasta,,0,1,4,6,0,0,0,1,0,2,1,0,2,2,15,6,1,2,1,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,19,0,0,35
Callochromis_macrops_GCA_015103395.1.collapsed.fasta,Callochromis_macrops,GCA_015103395.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,8,6,11,32,17,2,34,1,6,44
Callochromis_melanostigma_GCA_015109845.1.collapsed.fasta,Callochromis_melanostigma,GCA_015109845.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,4,7,11,38,15,2,29,1,4,51
Callochromis_pleurospilus_GCA_015110035.1.collapsed.fasta,Callochromis_pleurospilus,GCA_015110035.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,12,31,21,2,31,1,7,43
Callopanchax_toddi_GCA_006937965.1.collapsed.fasta,Callopanchax_toddi,GCA_006937965.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,14,31,55,17,29,18,0,2,113
Callorhinchus_milii_GCA_018977255.1.collapsed.fasta,Callorhinchus_milii,GCA_018977255.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,6,1,53,3,45,1,0,9,0,2,104
Callorhinus_ursinus_GCA_003265705.1.collapsed.fasta,Callorhinus_ursinus,GCA_003265705.1.collapsed.fasta,,95,116,52,44,17,7,0,1,5,3,80,83,69,62,82,106,19,30,36,44,0,3,4,7,46,35,0,0,0,0,0,0,0,0,0,0,0,1,5,24,1,6,1,1,0,2,3,10,0,0,584
